EXPID,REFID,RYEAR,RTYPE,RJRNL,RAUTHOR,RTITLE,RPUBLISHER,RPUBDATE,RLANGUAGE,RCITATION,RYAK94,RNOTES
CHOY11322,01,2011,5.0,,,http://www.youtube.com/watch?v=JPoMChWksks,,,,,,
CHOY11321,02,2011,5.0,,,http://www.youtube.com/watch?v=_56wSffaOVI,,,,,,
CHOY11341,01,2011,5.0,,,http://www.lavanguardia.com/sucesos/20111007/54227803932/rescatado-un-alpinista-de-64-anos-en-el-cho-oyu.html,,,,,,
CHOY11341,02,2011,5.0,,,http://aaj.americanalpineclub.org/2012/05/tibet-cho-oyu-point-7570m-northwest-face-nil-by-jordi-tosas/,,,,,,
CHOY11310,01,2011,4.0,,,http://www.jagged-globe.co.uk/news/despatches_list.html?id=38,,,,,,
CHOY11308,01,2011,5.0,,,http://christiandenicolo.wordpress.com/2011/10/13/pepe-lo-spagnolo/,,,,,,
CHOY11335,01,2011,5.0,,,http://www.loschermo.it/articoli/view/37193,,,,,,
CHOY11313,01,2011,5.0,,,http://www.adventurepeaks.com/news/item/cho-oyu-expedition-news-27th-aug-2011,,,,,,
PUTH11303,01,2011,5.0,,,http://www.burnat.net/igalerie/?q=image/1102-nepal-2011-10-09-00-00-00,,,,,,
AMAD11371,01,2011,5.0,,,http://www.teamxbionic.nl/?category_name=bergsport,,,,,,
AMAD11371,02,2011,5.0,,,http://climbmad.com/Z-Wave_Ama_Dablam_2011/Main.html,,,,,,
AMAD11361,01,2011,5.0,,,http://www.balsas.lt/naujiena/566784/lietuvos-alpinistas-istveres-aukscio-ligos-simptomus-ikope-i-ama-dablam,,,Lithuanian,,,
AMAD11360,01,2011,5.0,,,http://www.lne.es/deportes/2011/12/02/el-ama-dablam-una-ascension-para-joelle/1165413.html,,,Spanish,,,
AMAD11360,02,2011,5.0,,,http://www.lne.es/deportes/2011/12/29/dedico-joelle/1177292.html,,,Spanish,,,
AMAD11325,01,2011,5.0,,,http://www.fabienmeyer.com/content/ama-dablam-2011,,,French,,,
AMAD11344,01,2011,5.0,,,http://www.bergrettung-reichenau-rax.at/files/141_RZ-2-2011.pdf,,,German,,,
AMAD11345,01,2011,5.0,,,http://www.youtube.com/watch?v=3X1s1kg0BqU,,,Portugese,,,
CHOY11308,02,2011,5.0,,,http://christiandenicolo.wordpress.com/cho-oyu-8201m-expedition-2011/,,,,,,
AMAD11359,01,2011,5.0,,,http://www.uskedalen.no/no/nyhende/7075/,,,Norwegian,,,
AMAD11359,02,2011,5.0,,,http://uskedalen.no/no/nyhende/6729/,,,Norwegian,,,
AMAD11359,03,2011,5.0,,,http://www.verdenstak.no/,,,Norwegian,,,
AMAD11359,04,2011,5.0,,,http://www.youtube.com/watch?v=ebFk72xFBuM,,,Norwegian,,,
TILI11301,01,2011,5.0,,,http://parabondance.blog.free.fr/index.php?/page/2,,,French,,,
TILI11301,02,2011,5.0,,,http://jeanyves.fredriksen.free.fr/,,,,,,
PUTH11305,01,2011,5.0,,,http://www.maikelegging.nl/sport_nepal.htm,,,Dutch,,,Photos
PUTH11305,02,2011,5.0,,,http://blogs.dw.de/abenteuersport/2011/10/11/ruhetag-mit-technischen-schwierigkeiten/,,,Dutch,,,
MANA09308,02,2009,5.0,,,http://www.ville-de-sciez.com/Actualites/Juillet-2011/News-Yan-de-Lint-Expedition-Himalaya-Art120711.html,,,,,,
THUL11301,01,2011,5.0,,,http://tvasports.ca/tvasports/divers/archives/2011/10/20111003-115412.html,,,French,,,
KYAS11301,01,2011,5.0,,,http://compagniedesguidesdechamonix.over-blog.com/article-kyashar-2011-ou-des-guides-de-chamonix-au-nepal-89358295.html,,,French,,,
KYAS11301,02,2011,5.0,,,http://compagniedesguidesdechamonix.over-blog.com/article-histoire-de-guides-de-chamonix-au-nepal-88598749.html,,,French,,,
KYAS11301,03,2011,5.0,,,http://www.chamonix-guides.com/48-guides-haute-montagne.htm,,,,,,Contacts for French guides
HIML11303,01,2011,5.0,,,http://www.clubalpi.com/wp/wp-content/uploads/Himlung_Fitxa_CAU.pdf,,,Spanish,,,
LANR11301,01,2011,5.0,,,http://www.millet.fr/fr/blog/article/retour-sur-l-expe-de-jean-annequin-au-langtang-ri-millet,,,French,,,
BARU11307,01,2011,5.0,,,http://baruntse2011.wordpress.com/,,,,,,
KTUN11301,01,2011,5.0,,,http://www.paolopieroni.it/en/le-ultime-norizie-/152-khatung-kang-6484m-expedition2011.html,,,,,,
AMAD11328,02,2011,5.0,,,http://www.youtube.com/watch?v=rH_I1JT8WB0&feature=relmfu,,,Polish,,,Video
AMAD09314,01,2009,5.0,,,http://www.youtube.com/watch?v=-sQAKWIoRHA&feature=related,,,,,,Video
CHOY11318,01,2011,5.0,,,http://www.agmr.ro/2011/10/expeditia-cho-oyu-2011-2/,,,Romanian,,,
GOJN11301,01,2011,5.0,,,http://www.planetmountain.com/english/News/shownews1.lasso?l=2&keyid=38795,,,,,,
GOJN11301,02,2011,2.0,AJ,"Fowler, Mick",Far From the Madding Crowd,,,,116:3-15 (2012),,
GOJN11301,03,2011,2.0,AAJ,"Fowler, Mick",,,,,86:307-309 (2012),,
CHOY11332,01,2011,5.0,,,http://www.trekkingagencynepal.com/cho-oyu-expedition-autumn-2011-group.php,,,,,,
CHOY11332,02,2011,5.0,,,http://www.alpine-style.info/guides/,,,,,,
MANA12316,01,2012,5.0,,,http://www.adventurepeaks.com/news/item/manaslu-september-2012-expedition-news,,,,,,
MANA12317,01,2012,5.0,,,http://www.expes.com/Manaslu/2012/Manaslu.htm,,,French,,,
MANA12317,02,2012,5.0,,,http://www.disaster-report.com/2012/09/avalanche-in-mount-manaslu-nepal-13.html,,,,,,
MANA12322,01,2012,5.0,,,http://www.ikar-cisa.org/ikar-cisa/documents/2012/ikar20121027000990.pdf,,,,,,
CHOY10347,02,2010,5.0,,,http://www.himalaya2010.ch/p/home/,,,German,,,
CHOY11104,01,2011,5.0,,,http://vimeo.com/28825230,,,French,,,Video
AMAD11322,01,2011,5.0,,,http://expedicionamadablam.blogspot.com/2011/05/nosotros.html,,,Spanish,,,
PUTH11302,01,2011,5.0,,,http://blogs.dw.de/abenteuersport/2011/09/18/putha-hiunchuli-abc/,,,German,,,
CHOY11313,02,2011,5.0,,,http://intotheblu.wordpress.com/cho-oyu-expedition-2011/,,,,,,
AMAD11343,01,2011,5.0,,,http://www.terdav.com/Actualite/Ama-Dablam-2011,,,French,,,
CHUR12301,01,2012,5.0,,,http://www.mountainblog.it/?p=59373,,,Italian,,,
CHUR12301,02,2012,5.0,,,http://www.montagna.tv/cms/?p=43721,,,Italian,,,
CHUR12301,03,2012,5.0,,,http://snowpassion.lastampa.it/news/spedizione-valdostana-favre-camandona-cazzanelli-vetta-churen-west-quota-7000-metri-nepal-17551,,,Italian,,,
AMAD12314,01,2012,5.0,,,http://www.garrettmadison.com/ama-dablam-blog,,,,,,
AMAD12304,01,2012,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=201,,,,,,
BARU12303,01,2012,5.0,,,http://www.samlipscombe.com/baruntse/timeline/,,,,,,
BARU12309,01,2012,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=202,,,,,,
DHA112302,01,2012,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=196,,,,,,
EVER12176,01,2012,5.0,,,http://www.adventurepeaks.com/news/item/everest-2012-expedition-news,,,,,,
EVER12176,02,2012,5.0,,,http://www.conormcgahoneverest.com/,,,,,,
HIML12308,01,2012,5.0,,,http://corrierealpi.gelocal.it/cronaca/2012/11/01/news/friend-s-expedition-in-vetta-all-himlung-1.5960352,,,Italian,,,
MANA12348,01,2012,5.0,,,http://www.altitudejunkies.com/dispatchmanaslu12.html,,,,,,
MANA12346,01,2012,5.0,,,http://www.santiagoquintero.com/websq/manaslu/5_manaslu_diario.html,,,Spanish,,,
MANA12339,01,2012,5.0,,,http://himalayanexperience.com/newsletters/manaslu-2012,,,,,,
JOBO11301,01,2011,5.0,,,http://lunag.informa.com/,,,,,,
AMAD12301,01,2012,5.0,,,http://www.alpenglowexpeditions.com/blog/3,,,,,,
BARU12105,01,2012,5.0,,,http://7summits-club.com/newssections/all_1/newssection_131_1/item_3208/,,,,,,
AMAD11303,01,2011,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=169,,,,,,
DHA112111,01,2012,5.0,,,http://desnivel.com/expediciones/miguel-angel-perez-en-el-dhaulagiri-preveo-una-estampida-del-campo-base,,,Spanish,,,
AMAD09341,01,2009,5.0,,http://www.planetmountain.com/english/news/shownews1.lasso?l=2&keyid=38198,,,,,,,
ANN112114,01,2012,5.0,,,http://www.radekjaros.cz/?p=2413#more-2413,,,Czech,,,
ANN112114,02,2012,5.0,,,http://www.national-geographic.cz/detail/radek-jaros-zdolal-13-osmitisicovku-%E2%80%93-nebezpecnou-annapurnu-zbyva-mu-uz-jen-k2-19192/,,,Czech,,,
ANN112114,03,2012,5.0,,,http://www.honzatravnicek.cz/cz-novinky/,,,Czech,,,
LHOT12127,01,2012,5.0,,,http://www.jagged-globe.co.uk/news/despatches_list.html?id=40,,,,,,
EVER12131,01,2012,5.0,,,http://www.7summits-adventure.com/newssections/all/newssection_82/,,,,,,
KAG166101,01,1966,1.0,,"Gurung, Harka",Vignettes of Nepal,"Sajha Prakashan, Kathmandu",1980,,,,
EVER12161,01,2012,5.0,,,http://www.peakpromotionnepal.com/wms/everest_expedition/,,,,,,
EVER12143,02,2012,5.0,,,http://www.peakpromotionnepal.com/giripremi/,,,,,,
EVER12108,01,2012,5.0,,,www.royaltreks.com/news/Ngim-Chhamji-climbed-Everest-successfully-with-new-record-1-9.htmlwww.royaltreks.com/news/Ngim-Chhamji-climbed-Evere,,,,,,
EVER09101,01,2009,1.0,,"Pritzker, Yury",See It From the Top,"By author, Chicago",2012,,,,
EVER12154,01,2012,5.0,,,http://rimoexpeditions.com/blog/,,,,,,
TUKU11301,01,2011,5.0,,,http://www.youtube.com/watch?v=MtkPN3jdVYk,,,,,,You-Tube video
EVER12176,03,2012,5.0,,,http://4everest.se/,,,Swedish,,,
EVER12176,04,2012,5.0,,,http://onico.nu/mounteverest2012/v,,,Swedish,,,
JOBO11101,01,2011,5.0,,,http://www.mountain-adventure.org/pdf/joboringjang_schaffter.pdf,,,French & English,,,
KYAS12302,01,2012,2.0,JAN,"Hanatani, Yasuhiro",Nima Line: The First Ascent of South Pillar of Kyashar,,,,14:53-56 (2013),,
EVER09168,03,2009,1.0,,"Fox, Lance S.",No Place But Up!,"By author, New London, WI",2013,,,,
EVER09168,04,2009,5.0,,,http://www.foxeverest.com,,,,,,
LHOT12127,02,2012,5.0,,,http://www.adelepennington.co.uk,,,,,,
AMAD12338,01,2012,5.0,,,"http://www.margolliet.com/news/138627-6410,le-film-de-l-expedition-ama-dablam.html",,,French,,,You-tube video
AMAD12340,01,2012,5.0,,,http://himalayanascent.com/live-blog.html?start=45,,,,,,
AMAD12342,01,2012,5.0,,,http://www.facebook.com/pages/wwwpatrickhollingworthcom/302727088094,,,,,,
AMAD12346,01,2012,5.0,,,http://www.verticalfrontiers.com/expeditions/expedition-dispatches-ama-dablam-2012/,,,,,,
AMAD12347,01,2012,5.0,,,http://moniquerichardalpiniste.wordpress.com/2012/11/03/island-peak/,,,French,,,
AMAD12347,02,2012,5.0,,,http://www.nordhordland.no/nyhende/article6310387.ece,,,Norwegian,,,
AMAD12348,01,2012,5.0,,,http://www.hvitserk.no/turer/Hoye_fjell/ama_dablam/dagboker/ama_dablam-19.10.12,,,Norwegian,,,
AMAD12330,01,2012,5.0,,,http://www.360-expeditions.com/blog/ama-dablam,,,,,,
AMAD12331,01,2012,5.0,,,http://www.adventureconsultants.com/adventure/AmaDablam_Dispatches2012/,,,,,,
AMAD12326,01,2012,5.0,,,http://www.politikindonesia.com/m/index.php?ctn=1&k=politik&i=39864,,,Indonesian,,,
AMAD12350,01,2012,5.0,,,www.steffen-hirzel.de (German),,,,,,
AMAD11324,01,2011,5.0,,,http://www.steffen-hirzel.de/dokumentation___ama_dablam___onlineversion.pdf,,,German,,,
AMAD12350,02,2012,5.0,,,http://www.steffen-hirzel.de/dokumentation___ama_dablam___onlineversion.pdf,,,German,,,
DHA112303,01,2012,5.0,,,http://www.8000.sk,,,Slovak,,,
DHA112303,02,2012,5.0,,,http://www.boat.sk/dhaulagiri/index.php?page=kopec,,,Slovak,,,
MANA12352,01,2012,5.0,,,http://www.alhancock.com/journal-manaslu-2012,,,,,,
HIML12311,01,2012,5.0,,,http://www.himlung2012.com,,,,,,
CHOY12101,01,2012,5.0,,,http://www.featsa.co.za/2012/07/sean-disney-and-team-summit-cho-oyu/,,,,,,
CHOY12101,02,2012,5.0,,,http://www.humanedgetech.com/expedition/adi11/,,,,,,
PUTH12304,01,2012,5.0,,,http://himalayanascent.com/live-blog.html?start=45,,,,,,
ANN112116,01,2012,5.0,,,http://www.donbowie.com,,,,,,
ANN112110,01,2012,5.0,,,http://www.facebook.com/yosuboconcarlossoria,,,Spanish,,,
DHA112301,01,2012,5.0,,,http://www.facebook.com/yosuboconcarlossoria,,,Spanish,,,
PK4112301,01,2012,5.0,,,http://www.ukclimbing.com/articles/page.php?id=5520,,,,,,
AMAD12351,01,2012,5.0,,,http://www.jacques-marmet.fr/index.php?p=seeactu&idac=69,,,French,,,
LUNR12302,01,2012,5.0,,,http://alpineextreme.blogspot.com/search?updated-max=2011-10-25T12:30:00%2B05:45&max-results=7&start=14&by-date=false,,,,,,
EVER10149,01,2010,5.0,,,http://www.eliasaikaly.com/expeditions/everest-2010-2/,,,,,,
EVER11171,01,2011,5.0,,,http://www.sorenledet.com.au/wp/,,,,,,
PANG11301,02,2011,5.0,,,http://www.chadkellogg.com/dispatches.html,,,,,,
LUNR12302,02,2012,5.0,,,http://www.chadkellogg.com/dispatches.html,,,,,,
JOBO12301,01,2012,5.0,,,http://www.chadkellogg.com/dispatches.html,,,,,,
JOBO12302,01,2012,5.0,,,http://www.mountain-adventure.org/pdf/jobo2012.pdf,,,French & English,,,
ANID13101,01,2013,5.0,,,http://www.whitewave2013.tumblr.com/,,,,,,
EVER13109,01,2013,5.0,,,http://www.adventureconsultants.com/adventure/Everest_Dispatch2013/,,,,,,
LHOT13118,01,2013,5.0,,,http://www.adventureconsultants.com/adventure/Lhotse_Dispatch2013/,,,,,,
EVER13122,01,2013,5.0,,,http://blogs.tribune.com.pk/story/17382/samina-baig-and-mirza-ali-pakistan-climbs-mount-everest/,,,,,,
EVER13122,02,2013,5.0,,,http://tribune.com.pk/story/558585/no-mountain-high-enough-for-my-sister-mirza-ali/,,,,,,
EVER13128,01,2013,5.0,,,http://www.adventurepeaks.com/news/item/everest-2013-expedition-north-ridge-route,,,,,,
EVER13151,01,2013,5.0,,,http://www.alpenglowexpeditions.com/blog,,,,,,
LHOT13103,01,2013,5.0,,,http://www.xtreme-everest.co.uk/,,,,,,
AMAD12308,01,2012,5.0,,,http://www.mountainzblog.blogspot.co.uk/,,,,,,
MANA12111,01,2012,5.0,,,http://www.adventureconsultants.com/adventure/Manaslu_Dispatch2012/,,,,,,
CHOY12116,01,2012,5.0,,,http://olivierracine.com/rushes11/illus_article.pdf,,,French,,,
CHOY12116,02,2012,5.0,,,http://www.generationsplus.ch/air_du_temps_societe.php?id=1428,,,French,,,
CHOY12116,03,2012,5.0,,,http://www.olivierracine.com/,,,French,,,
AMAD12347,03,2012,5.0,,,http://www.7summiterbrothers.com/index.php?obj=about&id=2,,,,,,
BARU11309,01,2011,5.0,,,http://www.guidexpe.com/baruntse/index.htm,,,French,,,
AMAD12352,01,2012,5.0,,,http://vimeo.com/57464112,,,Spanish,,,Video
AMAD12352,02,2012,5.0,,,http://vimeo.com/57331432,,,Spanish,,,Video
AMAD12345,01,2012,5.0,,,http://www.diblasiogaetano.com/AmaDablam2012/news.htm,,,Italian,,,
RAKS12301,01,2012,5.0,,,http://salon.io/mirjamlimmer/raksha-urai-expedition,,,German,,,
RAKS12301,02,2012,5.0,,,http://www.alpenverein.de/bergsport/expeditionen/erfolgreiche-expedition-von-mirjam-limmer_aid_12471.html,,,German,,,
MANA12353,01,2012,5.0,,,http://azimgheichisaz.com/News.aspx?news=38,,,Persian,,,
MANA12338,01,2012,5.0,,,http://aldo-riveros.com/category/expeditions/expedition-manaslu/,,,French,,,
EVER11168,01,2011,5.0,,,http://www.youtube.com/watch?v=5T1Uci6mx00,,,French,,,Video
EVER11168,02,2011,5.0,,,http://voyages.liberation.fr/voir-et-lire/everest-gerard-bourrat-se-livre,,,French,,,
EVER11168,03,2011,5.0,,,http://voyages.liberation.fr/everest-2011?article=2851,,,French,,,
AMAD09354,01,2009,5.0,,,http://www.jacques-marmet.fr/index.php?p=seeactu&idac=36,,,French,,,
MANA10318,01,2010,5.0,,,http://www.jacques-marmet.fr/index.php?p=seeactu&idac=46,,,French,,,
PUTH12307,01,2012,5.0,,,http://www.hionlife.se/aktuellt/,,,Swedish,,,
HIML09305,01,2009,5.0,,,http://www.humanedgetech.com/expedition/chadv20/,,,,,,
BARU11304,02,2011,5.0,,,http://climbeverest.jimdo.com/baruntse-climb/,,,,,,
EVER06150,01,2006,5.0,,,http://patriciotisalema.com/category/primer-ascenso-americano-al-everest-estilo-solo-sin-oxigeno/,,,Spanish,,,
EVER12126,01,2012,5.0,,,http://patriciotisalema.com/category/relato-everest-en-1-dia/,,,Spanish,,,
CHOY11330,01,2011,5.0,,,http://www.planetmountain.com/News/shownews1.lasso?l=1&keyid=38653,,,Italian,,,
CHOY11330,02,2011,5.0,,,http://www.planetmountain.com/english/News/shownews1.lasso?l=2&keyid=38654,,,Italian,,,
EVER11304,01,2011,5.0,,,http://moniquerichardalpiniste.wordpress.com/bio/,,,French,,,
AMAD11105,01,2011,5.0,,,http://www.ventsdemuntanya.com/blog/expecicion-ama-dablam-6812m/,,,Spanish,,,
EVER11101,01,2011,5.0,,,http://www.expedicaoeverest.com.br/,,,Portugese,,,
GAUR11101,02,2011,5.0,,,http://outerlocal.com/climbing/the-south-face-of-gauri-shankar-outpost,,,,,,
AMAD09302,01,2009,5.0,,,http://www.clubpirineos.org/index.php/cronicas/806-cierre-de-cronicas-ama-dablam-oct-2009,,,Spanish,,,
BARU09309,01,2009,5.0,,,http://www.baruntse.sluiter.eu/,,,,,,
CHOY09109,01,2009,5.0,,,http://www.lapresse.ca/le-soleil/voyages/200905/04/01-853257-mission-himalaya-une-descente-qui-frole-le-drame.php,,,French,,,
DOMK09101,03,2009,5.0,,,http://www.barrabes.com/actualidad/noticias/2-6105/vuelta-dome-kang.html,,,,,,
BARU13101,01,2013,5.0,,,http://www.olafrieck.de/2013/,,,German,,,
CHOY13110,01,2013,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=220,,,,,,
MAKA13110,01,2013,5.0,,,http://articles.timesofindia.indiatimes.com/2013-06-22/kolkata/40133866_1_west-virginia-home-topher-grace-thomas-haden-church,,,,,,
TLNG13101,01,2013,5.0,,,https://www.thebmc.co.uk/holecek-and-hruby-climb-north-face-of-talung-in-alpinestyle,,,,,,
EVER13155,01,2013,5.0,,,http://k2klinke.blogspot.com/,,,,,,
EVER13172,01,2013,5.0,,,http://www.jagged-globe.co.uk/news/despatches_list.html?id=42,,,,,,
EVER13172,02,2013,5.0,,,http://www.steinbachonline.com/index.php?option=com_content&task=view&id=36689&Itemid=100413,,,,,,
EVER13175,01,2013,5.0,,,http://www.altitudejunkies.com/dispatcheverest13.html,,,,,,
EVER13180,01,2013,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=218,,,,,,
LHOT13124,01,2013,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=218,,,,,,
EVER13183,01,2013,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=219#26may,,,,,,
EVER13173,01,2013,5.0,,,http://www.amical.de/expeditionstagebuecher/2013/amical-alpin-mount-everest-expedition-2013.html,,,German,,,
EVER13171,01,2013,5.0,,,http://www.peakfreaks.com/everestnews2013.htm,,,,,,
EVER13181,01,2013,5.0,,,http://amarillo.com/news/2013-06-15/amarilloans-escape-treacherous-mountain-voyage-intact-barely,,,,,,
EVER13181,02,2013,5.0,,,http://ruggedtales.wordpress.com/category/everest-base-camp/,,,,,,
EVER13181,03,2013,5.0,,,http://www.mountainguides.com/everest-south13.shtml,,,,,,
CHOY13102,01,2013,5.0,,,http://chooyu2013.wordpress.com/author/chooyu2013/,,,,,,
CHOY13102,02,2013,5.0,,,http://cdboardman.wordpress.com/2013/05/11/back-in-kathmandu/,,,,,,
CHOY13102,03,2013,5.0,,,http://joakimmatsson.moonfruit.com/,,,Swedish,,,
EVER13124,01,2013,5.0,,,http://patriciotisalema.com/desenlace-everest-en-1-dia/,,,Spanish,,,
EVER13163,01,2013,5.0,,,http://www.telegraphindia.com/1130520/jsp/calcutta/story_16915664.jsp,,,,,,
MANA13103,01,2013,5.0,,,http://gitantealmanaslu.altervista.org/,,,Italian,,,
EVER13130,01,2013,5.0,,,http://www.theborneopost.com/2013/06/02/seven-children-of-felda-settlers-return-from-mt-everest-expedition/,,,,,,
EVER13131,01,2013,5.0,,,http://isikkim.com/2013-5-ravindra-kumar-becomes-first-ias-officer-to-scale-mt-everest-21-1/,,,,,,
EVER13118,01,2013,5.0,,,http://www.mydigitalfc.com/leisure-writing/everest-climb-benefit-slum-kids-860,,,,,,
EVER13118,02,2013,5.0,,,http://www.mydubaimycity.com/program/dubai-everest-0,,,,,,
EVER13134,01,2013,5.0,,,http://www.thedailystar.net/beta2/news/everest-expedition-ends-in-tragedy/,,,,,,
EVER13133,01,2013,5.0,,,https://www.thebmc.co.uk/korean-everest-sea-to-summit-marred-by-tragedy,,,,,,
HIMJ12301,01,2012,5.0,,,http://www.himalayamasala.com/himalayan-climbs/himjung-southwest-face-2012,,,,,,
HIMJ12301,02,2012,5.0,,,http://sanirang.net/2013/01/san-asssociate-guideinstructor-first-ascent/,,,,,,
EVER13140,01,2013,5.0,,,http://www.telegraphindia.com/1130611/jsp/bihar/story_16992589.jsp,,,,,,
LHOT13125,01,2013,5.0,,,http://www.7summits-adventure.com/news/all/item_2157/,,,,,,
EVER13140,02,2013,5.0,,,http://www.7summits-adventure.com/news/,,,,,,
EVER13143,01,2013,5.0,,,http://www.foei.org/en/media/archive/2013/everest-climbing-for-climate-justice-expedition-aims-to-break-world-records,,,,,,
EVER13135,01,2013,5.0,,,http://www.andes.info.ec/en/deportes/five-ecuadorians-travel-toward-goal-climbing-everest-without-oxygen.html,,,,,,
EVER13145,01,2013,5.0,,,http://ruperthauer.at/bergsteiger/expeditionen-und-fernreisen/shisha-pangma-und-mt-everest-2013/,,,German,,,
EVER13143,02,2013,5.0,,,http://www.rockandice.com/lates-news/daring-high-altitude-rescue-on-everest-sets-records,,,,,,
EVER13133,02,2013,5.0,,,http://www.koreatimes.co.kr/www/news/people/2013/08/178_129886.html,,,,,,
EVER13133,03,2013,5.0,,,http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=2971971&cloc=joongangdaily%7Chome%7Conline,,,,,,
TUKU13101,01,2013,5.0,,,http://www.leschevaliersduvent.fr/tukuche-2013#video,,,French,,,Video
TUKU13101,02,2013,5.0,,,http://www.leschevaliersduvent.fr/tukuche-2013,,,French,,,
LHOT13130,01,2013,5.0,,,http://www.chrisjensenburke.com/blog/,,,,,,
EVER13152,01,2013,5.0,,,http://www.himalayanascent.com/live-blog.html,,,,,,
EVER13152,02,2013,5.0,,,http://www.chrisjensenburke.com/blog/,,,,,,
LHOT13130,02,2013,5.0,,,http://www.himalayanascent.com/live-blog.html,,,,,,
LHOT13131,01,2013,5.0,,,http://russianclimb.com/russian/lhotse2013.html,,,Russian,,,
EVER13161,01,2013,2.0,AJ,"Cool, Kenton",Everest: A Mountain Undimmed,,,,117:75-92 (2013),,
EVER13149,01,2013,5.0,,,http://www.outdoorresearch.com/blog/stories/chad-kellogg-a-bittersweet-everest-climb,,,,,,
PUTH13101,01,2013,5.0,,,http://www.alpinus.ch/54801.html,,,German,,,
EVER13164,01,2013,5.0,,,http://www.santiagoquintero.com/,,,,,,
EVER13153,01,2013,5.0,,,http://www.markwoodexplorer.com/blog/,,,,,,
HIMJ12301,03,2012,2.0,AAJ,Ahn Chi-Young,Himjung Style,,,,87:97-101 (2013),,
CHUR12301,04,2012,2.0,AAJ,,,,,,87:328 (2013),,
SIMN12301,01,2012,2.0,AAJ,,,,,,87:328-330 (2013),,
LMOC12301,01,2012,2.0,AAJ,,,,,,87:330 (2013),,
LUNR12302,03,2012,2.0,AAJ,,,,,,87:331-333 (2013),,
KYAS12302,02,2012,2.0,AAJ,,,,,,87:333-335 (2013),,
PK4112301,02,2012,2.0,AAJ,,,,,,87:336-337 (2013),,
CHAM12301,01,2012,2.0,AAJ,,,,,,87:337-338 (2013),,
MAKA11107,02,2011,2.0,AAJ,,,,,,87:339 (2013),,
JANK12301,01,2012,2.0,AAJ,,,,,,87:339-340 (2013),,
EVER13157,01,2013,5.0,,,http://www.bergadventures.com/v3_cyber/2013/2013-03-22-everest-climb/main.php,,,,,,
EVER13163,02,2013,5.0,,,http://www.telegraphindia.com/1130614/jsp/howrah/story_17003476.jsp,,,,,,
AMAD12342,02,2012,5.0,,,http://www.patrickhollingworth.com/speaking-services/64-expeditions.html,,,,,,
AMAD12344,01,2012,5.0,,,http://www.chrisjensenburke.com/blog/,,,,,,
EVER00301,04,2000,1.0,,"Ros, Maja",Prvi na Smuceh z Everesta,"Zalozba Slon, Ljubljana",2000,Slovenian,,,
CHOY01309,03,2001,1.0,,"Groselj, Viki",Co Oju - 8201m,"Planinska Zveza Slovenije, Ljubljana",2002,Slovenian,,,
LIK260301,01,1960,2.0,AAJ,,,,,,35:410 (1961),,
LIK260301,02,1960,3.0,OTH,"Barbezat, Alain",Automne Himalayen,La Montage,1961,French,130-136 (Dec 1961),,
EVER13126,01,2013,5.0,,,http://www.tribuneindia.com/2013/20130610/cth2.htm,,,,,,
EVER13126,02,2013,5.0,,,http://articles.timesofindia.indiatimes.com/2013-06-03/others/39713575_1_expedition-team-mount-everest-sherpas,,,,,,
BARU13301,01,2013,5.0,,,http://www.adventurepeaks.com/news/item/baruntse-and-mera-peak-expedition-12th-october-2013,,,,,,
EVER13185,01,2013,5.0,,,http://www.7summits-club.com/newssections/all_1/newssection_163_1/item_3966/,,,,,,
EVER13188,01,2013,5.0,,,http://www.dnaindia.com/pune/report-priyanka-mangesh-mohite-is-youngest-maharashtrian-to-scale-everest-1838394,,,,,,
EVER13187,01,2013,5.0,,,http://www.telegraphindia.com/1130520/jsp/calcutta/story_16915664.jsp,,,,,,
EVER13187,02,2013,5.0,,,http://www.hindustantimes.com/India-news/Kolkata/Kolkata-cop-Ujjwal-Roy-conquers-Mount-Everest/Article1-1062934.aspx,,,,,,
AMAD13314,01,2013,5.0,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=238,,,,,,
AMAD13327,01,2013,5.0,,,http://www.alpenglowexpeditions.com/blog/3,,,,,,
AMAD13330,01,2013,5.0,,,http://www.jagged-globe.co.uk/news/report.php?id=1022,,,,,,
AMAD13331,01,2013,5.0,,,http://www.patagonia.com.pl/galerie/amadablam2013/,,,,,,
CHOY13319,01,2013,5.0,,,http://www.adventureconsultants.com/adventure/ChoOyu_Dispatch2013/,,,,,,
CHOY13318,01,2013,5.0,,,http://www.jagged-globe.co.uk/news/report.php?id=983,,,,,,
PUTH13301,01,2013,5.0,,,http://www.jagged-globe.co.uk/news/report.php?id=1026,,,,,,
CHOY13308,01,2013,5.0,,,http://www.alpenglowexpeditions.com/blog/674,,,,,,
